FID,ap_lp,apn,number_of_,objectid,shape_area,shape_leng,situs_city,situs_hous,situs_ho_2,situs_stat,situs_stre,situs_st_2,situs_st_3,situs_unit,situs_zip_,tax_rate_a
374230,LP,21371023,1.000000000000000,44319.000000000000000,145.602235391978041,50.276969239269448,SUNNYVALE,483,,CA,,TEA TREE,TR,,94086-2603,9022.000000000000000
374291,LP,43403060,1.000000000000000,415931.000000000000000,1074.757702477015073,151.556559583221684,SAN JOSE,1217,,CA,,SPENCER,AV,,95125-5720,17108.000000000000000
374297,LP,26104004,2.000000000000000,330169.000000000000000,1346.346128755120617,148.310214713578148,SAN JOSE,701,,CA,,LENZEN,AV,,95126-2734,17108.000000000000000
374325,LP,15820044,1.000000000000000,291280.000000000000000,349.062458018974723,81.068289418270922,MOUNTAIN VIEW,535,,CA,,MINTON,LN,,94041-2593,5000.000000000000000
374337,LP,26158031,1.000000000000000,84193.000000000000000,209.163780328715177,63.252425539406389,SAN JOSE,888,,CA,,GEORGETOWN,PL,,95126,17193.000000000000000
374403,LP,43417057,1.000000000000000,75460.000000000000000,1003.064798586766187,130.561805236737200,SAN JOSE,1440,,CA,,PADRES,DR,,95125-1860,17108.000000000000000
374410,LP,43411041,1.000000000000000,78440.000000000000000,746.001285963769078,133.602576538328947,SAN JOSE,1340,,CA,,LOCUST,ST,,95110-3321,17193.000000000000000
374457,AP,69233018,1.000000000000000,495534.000000000000000,185.468358308970693,59.225775455018173,SAN JOSE,5709,,CA,,MAKATI,CL,C,95123,17063.000000000000000
374473,AP,43440018,1.000000000000000,483136.000000000000000,947.126009981945685,222.634904300598009,SAN JOSE,288,,CA,,SHADOW RUN,DR,,95110-3555,17193.000000000000000
374487,LP,26104027,1.000000000000000,73964.000000000000000,763.000567384175724,117.736121399438389,SAN JOSE,834,,CA,,PERSHING,AV,,95126-2413,17108.000000000000000
374499,AP,49755090,1.000000000000000,485944.000000000000000,766.092175418148486,116.350884723707949,SAN JOSE,16,,CA,,KENBROOK,CL,,95111-3282,17038.000000000000000
374516,LP,20550040,0.000000000000000,445677.000000000000000,329.727863729927833,82.784723280562446,,,,,,,,,,9002.000000000000000
374525,LP,12414057,1.000000000000000,303474.000000000000000,1300.239763600709011,146.435978757892570,PALO ALTO,2250,,CA,,RAMONA,ST,,94301-3934,6001.000000000000000
374529,LP,81737076,1.000000000000000,408267.000000000000000,180.403558305080281,60.787541447641487,MORGAN HILL,105,,CA,,LARKSPUR,LP,,95037,4001.000000000000000
374609,LP,43410106,1.000000000000000,73996.000000000000000,129.395623337567429,51.513978393858871,SAN JOSE,1372,,CA,,ALMADEN,AV,,95110,17193.000000000000000
374615,LP,26112073,1.000000000000000,96038.000000000000000,593.766981852799404,106.956012845064151,SAN JOSE,896,,CA,,MYRTLE,ST,,95126-1835,17108.000000000000000
374643,LP,26107034,1.000000000000000,348667.000000000000000,468.496811677425910,93.039408665517641,SAN JOSE,,,CA,,VILLA,AV,,95126,17108.000000000000000
374654,LP,25912085,4.000000000000000,57780.000000000000000,3382.141757345294536,232.684840290067768,SAN JOSE,648,,CA,,WALNUT,ST,,95110,17108.000000000000000
374667,LP,72616058,1.000000000000000,80515.000000000000000,1236.130673660372167,140.242991142654631,MORGAN HILL,470,,CA,,CALLE ASTA,,,95037-7502,4002.000000000000000
374710,AP,12437084,1.000000000000000,480460.000000000000000,904.516356555341304,145.422211939732080,PALO ALTO,161,,CA,,CALIFORNIA,AV,K206,94306-1955,6001.000000000000000
374712,LP,21371014,1.000000000000000,318296.000000000000000,145.619034132475633,50.283289704179012,SUNNYVALE,485,,CA,,TAN OAK,TR,,94086,9022.000000000000000
374717,LP,26128031,1.000000000000000,3808.000000000000000,923.683916201747365,134.872294359114051,SAN JOSE,139,,CA,,RAINIER,ST,,95126-3029,17108.000000000000000
374729,LP,25945059,1.000000000000000,27442.000000000000000,696.240457111914907,108.249876303840068,SAN JOSE,119,,CA,,DELMAS,AV,,95110-2504,17193.000000000000000
374741,LP,20441022,1.000000000000000,383811.000000000000000,944.347316483838540,128.607716177658517,SUNNYVALE,306,,CA,,SCHROEDER,ST,,94085-4333,9002.000000000000000
374801,LP,43422050,1.000000000000000,162045.000000000000000,1174.300998868384113,160.979551225159781,SAN JOSE,1466,,CA,,LITTLE ORCHARD,ST,,95110-3501,17193.000000000000000
374812,LP,,0.000000000000000,264888.000000000000000,1811.928252794822129,404.659545235696896,,,,,,,,,,0.000000000000000
374908,LP,68462041,1.000000000000000,143921.000000000000000,186.481062397035203,58.688383766594569,SAN JOSE,5338,,CA,,MONTEREY,RD,6,95111-4230,17184.000000000000000
374940,LP,12014067,1.000000000000000,36570.000000000000000,674.621273443391942,118.540885761666672,PALO ALTO,333,,CA,,KIPLING,ST,,94301-1527,6001.000000000000000
374942,LP,72603015,1.000000000000000,404296.000000000000000,347.135486065929797,82.301925584178733,MORGAN HILL,451,,CA,E,DUNNE,AV,,95037-4612,4002.000000000000000
374955,LP,26922089,0.000000000000000,301663.000000000000000,8347.281806356886591,445.548848516510247,,,,,,,,,,7098.000000000000000
374970,AP,69242012,1.000000000000000,494128.000000000000000,157.720701879823082,65.743372570627372,SAN JOSE,5292,,CA,,MAKATI,CL,,95123,17063.000000000000000
374976,LP,72616078,1.000000000000000,46237.000000000000000,1177.689108758704606,140.024324339220300,MORGAN HILL,465,,CA,,CALLE ASTA,,,95037-3707,4002.000000000000000
374993,LP,84107043,1.000000000000000,124866.000000000000000,872.977276954764875,129.991059860461405,GILROY,7472,1/2,CA,,CHESTNUT,ST,,95020-5806,2000.000000000000000
375003,LP,14733044,1.000000000000000,407246.000000000000000,951.989535107983897,130.031889075896913,MOUNTAIN VIEW,2467,,CA,,TAMALPAIS,ST,,94043-4129,5010.000000000000000
375036,LP,15842027,1.000000000000000,257987.000000000000000,276.923953741461389,74.788612181643629,MOUNTAIN VIEW,297,,CA,,ANDSBURY,AV,,94043-4801,5010.000000000000000
375041,LP,20910061,2.000000000000000,411998.000000000000000,3127.258374281618217,220.486670362399252,SUNNYVALE,288,,CA,S,SUNNYVALE,AV,,94086-6244,9169.000000000000000
375084,LP,20445002,1.000000000000000,258381.000000000000000,970.112488607129080,143.471115919772927,SUNNYVALE,267,,CA,,ROOSEVELT,AV,,94086-5114,9002.000000000000000
375093,LP,20904026,1.000000000000000,122852.000000000000000,731.042533415867069,114.736498721329170,SUNNYVALE,488,,CA,E,EVELYN,AV,,94086-6360,9002.000000000000000
375095,LP,43406097,1.000000000000000,320946.000000000000000,984.840482307662000,149.429657985257705,SAN JOSE,1151,,CA,,ALMADEN,AV,,95110-3355,17193.000000000000000
375141,LP,14734071,1.000000000000000,30827.000000000000000,927.745251188806833,129.335226890396541,MOUNTAIN VIEW,253,,CA,,HAMILTON,AV,,94043-4206,5010.000000000000000
375155,AP,12058004,1.000000000000000,479620.000000000000000,159.852528641459514,59.477798538209953,PALO ALTO,768,,CA,,BRYANT,ST,,94301-2564,6001.000000000000000
375195,LP,14727015,1.000000000000000,304744.000000000000000,1110.255750048572736,135.590820602430369,PALO ALTO,4085,,CA,,BEN LOMOND,DR,,94306-4503,6012.000000000000000
375196,LP,23009021,0.000000000000000,324836.000000000000000,9251.243871662753008,541.729063864102386,,,,,,,,,,17108.000000000000000
375202,LP,15830033,1.000000000000000,369456.000000000000000,918.167506300347327,131.282136716015714,MOUNTAIN VIEW,307,,CA,,LORETO,ST,,94041-2239,5000.000000000000000
375229,LP,43412027,2.000000000000000,217855.000000000000000,1182.903593247187018,148.465404770320987,SAN JOSE,1235,,CA,,LOCUST,ST,,95110-3320,17193.000000000000000
375245,LP,15326052,1.000000000000000,116791.000000000000000,697.718643954674121,107.631575383114154,MOUNTAIN VIEW,890,,CA,,WINDMILL PARK,LN,,94043-4604,5010.000000000000000
375248,LP,49712058,1.000000000000000,85345.000000000000000,878.896184994096416,123.728700511889983,SAN JOSE,440,,CA,,STROUD,PL,,95111-2261,17031.000000000000000
375259,LP,79912007,1.000000000000000,168925.000000000000000,1033.059124935333102,146.258242365381534,GILROY,7031,,CA,,ROSANNA,ST,,95020-6435,2000.000000000000000
375264,AP,49721043,1.000000000000000,487890.000000000000000,766.018702871136725,116.331878969618174,SAN JOSE,3169,,CA,,KENLAND,DR,,95111-3269,17031.000000000000000
375281,LP,21664086,1.000000000000000,457680.000000000000000,108.635892387571829,44.150180722890312,SANTA CLARA,3429,,CA,,COPPER,RD,,95051,7079.000000000000000
375290,LP,25936069,1.000000000000000,18278.000000000000000,1315.628245359610901,181.601636642276986,SAN JOSE,,,CA,,VACANT LAND ONLY,,,95110,17095.000000000000000
375311,LP,43432002,1.000000000000000,331353.000000000000000,384.139512721261553,95.158753752430158,SAN JOSE,1093,,CA,,PREVOST,CT,,95125-5723,17108.000000000000000
375317,LP,72603104,1.000000000000000,59605.000000000000000,243.974716565082815,84.692672785144254,MORGAN HILL,320,,CA,,PEBBLE CREEK,CT,,95037-4640,4002.000000000000000
375327,LP,72652040,1.000000000000000,413605.000000000000000,201.462624818716989,62.670982031879838,MORGAN HILL,17025,,CA,,SAINT CECILIA,LN,,95037,4002.000000000000000
375335,LP,13217006,1.000000000000000,227881.000000000000000,947.690952697422517,128.344260367237808,PALO ALTO,2450,,CA,,BRYANT,ST,,94301-4204,6001.000000000000000
375413,LP,14827005,1.000000000000000,233671.000000000000000,120.673203464496993,49.203666967064287,MOUNTAIN VIEW,2425,,CA,,CALIFORNIA,ST,,94040-1458,5009.000000000000000
375433,LP,43415005,1.000000000000000,163045.000000000000000,734.187367360376584,116.311804845804829,SAN JOSE,1299,,CA,,PREVOST,ST,,95125-1753,17108.000000000000000
375455,LP,14716084,1.000000000000000,224464.000000000000000,936.040921279240365,123.463543344859588,MOUNTAIN VIEW,2567,,CA,,DELL,AV,,94043-4150,5010.000000000000000
375504,LP,21662044,1.000000000000000,374536.000000000000000,107.471279364052194,43.755652777530869,SANTA CLARA,2930,,CA,,SANOR,PL,113,95051,7079.000000000000000
375514,LP,12419117,1.000000000000000,403884.000000000000000,254.042513930728887,77.768254582697793,PALO ALTO,134,,CA,,RINCONADA,AV,,94301-3725,6001.000000000000000
375520,LP,15839004,1.000000000000000,382892.000000000000000,123.658848138789367,50.264013568980502,MOUNTAIN VIEW,137,,CA,,ORCHARD,AV,4,94043-4876,5010.000000000000000
375573,LP,76709011,1.000000000000000,127525.000000000000000,1064.297652901377887,219.560042976018195,MORGAN HILL,16935,,CA,,MONTEREY,RD,,95037-5134,4001.000000000000000
375589,LP,26448006,1.000000000000000,448215.000000000000000,5719.790086175023134,352.509396650258509,SAN JOSE,,,CA,,WILLOW,ST,,95110-3136,17193.000000000000000
375597,LP,20434047,1.000000000000000,395440.000000000000000,766.708159184424062,116.665456993590169,SUNNYVALE,342,,CA,,STOWELL,AV,,94085-4315,9002.000000000000000
375613,LP,20538026,0.000000000000000,439267.000000000000000,1412.743591328181537,181.293574855043119,,,,,,,,,,7079.000000000000000
375619,LP,26159101,1.000000000000000,18218.000000000000000,83.680962989266931,40.567300476753076,SAN JOSE,843,,CA,,FREDERICK COMMONS,,,95126,17193.000000000000000
375626,LP,25954056,1.000000000000000,428695.000000000000000,2935.523805594677469,276.991653078164688,SAN JOSE,665,,CA,,COLEMAN,AV,,95110,17095.000000000000000
375667,AP,49705014,1.000000000000000,487656.000000000000000,755.042312912130001,186.356243392467150,SAN JOSE,155,,CA,,RANCHO MANOR,CT,,95111-4439,17038.000000000000000
375680,LP,12014117,1.000000000000000,196362.000000000000000,305.600680854999325,74.029899247741625,PALO ALTO,318,,CA,,BRYANT,CT,,94301-1401,6001.000000000000000
375686,LP,25925037,1.000000000000000,47136.000000000000000,1206.159297979832672,161.071981957377346,SAN JOSE,541,,CA,W,JULIAN,ST,,95110-2338,17095.000000000000000
375720,LP,,0.000000000000000,86498.000000000000000,2497.266172131428448,818.494145006272902,,,,,,,,,,0.000000000000000
375734,LP,72611077,1.000000000000000,140011.000000000000000,1213.657841267926642,144.230572380908569,MORGAN HILL,17245,,CA,,MARKROSS,CT,,95037-3732,4002.000000000000000
375743,LP,12015091,3.000000000000000,74318.000000000000000,1090.853022319869069,140.756861757563343,PALO ALTO,541,,CA,,BRYANT,ST,,94301-1704,6001.000000000000000
375817,LP,14729072,1.000000000000000,117488.000000000000000,756.198361997233519,117.162582817222642,MOUNTAIN VIEW,339,,CA,,ANNA,AV,,94043-4103,5010.000000000000000
375820,LP,20906018,8.000000000000000,401040.000000000000000,1979.199154265420930,178.162936284486761,SUNNYVALE,151,,CA,W,WASHINGTON,AV,,94086-6152,9169.000000000000000
375847,LP,23042030,1.000000000000000,170202.000000000000000,1518.475676140195446,193.927704477541369,SAN JOSE,940,,CA,,MCKENDRIE,ST,,95126-1221,17108.000000000000000
375869,LP,25929012,1.000000000000000,321095.000000000000000,875.244743457673849,129.611413752430934,SAN JOSE,260,,CA,N,MONTGOMERY,ST,,95110-2323,17095.000000000000000
375892,AP,14819077,1.000000000000000,462488.000000000000000,153.418184748799604,50.694976598306539,MOUNTAIN VIEW,2255,,CA,,SHOWERS,DR,231,94040,5009.000000000000000
375904,LP,13212024,1.000000000000000,401951.000000000000000,1494.145790202346916,155.590336846817479,PALO ALTO,2415,,CA,,SOUTH,CT,,94301-4239,6001.000000000000000
375915,AP,14832159,1.000000000000000,480665.000000000000000,3218.921386407966565,282.887554939988092,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,J220,94040-1436,5009.000000000000000
375919,LP,13217072,0.000000000000000,288611.000000000000000,197.933560106455758,76.766004557238830,,,,,,,,,,6001.000000000000000
375948,LP,26133010,1.000000000000000,236498.000000000000000,853.787148947263631,127.270658340980575,SAN JOSE,58,,CA,,SUNOL,ST,,95126-3147,17108.000000000000000
375952,AP,12044002,1.000000000000000,479758.000000000000000,141.027546627721904,51.206036993853935,PALO ALTO,303,,CA,,BRYANT,CT,,94301-1401,6001.000000000000000
375965,AP,26163007,1.000000000000000,473544.000000000000000,10459.687313404856468,423.014836257242450,SAN JOSE,88,,CA,,BUSH,ST,1122,95126,17108.000000000000000
375985,LP,21664007,1.000000000000000,433415.000000000000000,116.781236373267873,53.343463244741173,SANTA CLARA,3370,,CA,,EICHERS,PL,106,95051,7079.000000000000000
376010,LP,77909004,1.000000000000000,13089.000000000000000,3641.677604707957471,363.676007609624662,SAN MARTIN,55,,CA,,ROOSEVELT,AV,,95046-9401,87002.000000000000000
376021,LP,72651074,1.000000000000000,17809.000000000000000,85.022684227109281,37.511060987603031,MORGAN HILL,134,,CA,,TRIGGS,LN,,95037,4002.000000000000000
376088,LP,21350030,1.000000000000000,373208.000000000000000,78.624257196913717,38.743504666183973,SUNNYVALE,1111,,CA,,REED,AV,B,94086-6822,9022.000000000000000
376097,LP,14733008,1.000000000000000,151506.000000000000000,816.131227237844200,120.873977382560540,MOUNTAIN VIEW,242,,CA,,LASSEN,AV,,94043-4154,5010.000000000000000
376103,LP,43411046,1.000000000000000,261846.000000000000000,828.239286815306741,134.694385894761666,SAN JOSE,1262,,CA,,LOCUST,ST,A,95110-3319,17193.000000000000000
376108,LP,25938036,3.000000000000000,446157.000000000000000,2136.885829175123490,204.205049990220942,SAN JOSE,402,,CA,W,SANTA CLARA,ST,,95113-1503,17213.000000000000000
376155,LP,43405086,1.000000000000000,159342.000000000000000,2951.727688519044932,257.183710451607283,SAN JOSE,1102,,CA,,LICK,AV,,95110-3206,17193.000000000000000
376193,LP,12029032,1.000000000000000,149356.000000000000000,773.400258635734872,118.954828902226311,PALO ALTO,1040,,CA,,RAMONA,ST,,94301-2443,6001.000000000000000
376210,LP,20924054,1.000000000000000,129164.000000000000000,876.603930195197790,132.906390042009320,SUNNYVALE,364,,CA,,CARROLL,ST,,94086-6230,9002.000000000000000
376235,LP,84109061,3.000000000000000,100864.000000000000000,12252.747821683915390,446.436349004250587,GILROY,611,,CA,E,7TH,ST,,95020-6236,2000.000000000000000
376275,AP,26162036,1.000000000000000,473986.000000000000000,2897.574758970828498,264.708416381611585,SAN JOSE,88,,CA,,BUSH,ST,3171,95126,17108.000000000000000
376307,LP,43406001,1.000000000000000,202186.000000000000000,1027.436321599901021,139.101472484008980,SAN JOSE,1098,,CA,,LOCUST,ST,,95110-3315,17193.000000000000000
376329,LP,21660016,1.000000000000000,431929.000000000000000,270.292806290348949,66.149677140044304,SANTA CLARA,3509,,CA,,TOOMEY,PL,,95051,7079.000000000000000
376334,LP,15835041,1.000000000000000,423485.000000000000000,564.075914938265100,100.981941007873473,MOUNTAIN VIEW,471,,CA,,VILLA,ST,,94041-1322,5000.000000000000000
376352,LP,49716017,1.000000000000000,235193.000000000000000,828.351348125721415,120.334620049386359,SAN JOSE,3217,,CA,,GARDEN,AV,,95111-2226,17031.000000000000000
376388,LP,12411011,1.000000000000000,404318.000000000000000,737.998060896543393,115.276658284191555,PALO ALTO,2340,,CA,,TASSO,ST,,94301-4139,6001.000000000000000
376401,AP,84181009,1.000000000000000,497262.000000000000000,213.367509006695911,65.678819956417982,GILROY,7598,,CA,,MONTEREY,ST,230,95020,2007.000000000000000
376413,LP,49715049,1.000000000000000,14042.000000000000000,1018.309287986619324,137.588608932624709,SAN JOSE,3113,,CA,,KISSELL,CT,,95111-2242,17031.000000000000000
376434,LP,15822011,2.000000000000000,198580.000000000000000,348.100292685141426,91.646302370164122,MOUNTAIN VIEW,761,,CA,,VILLA,ST,,94041-1326,5097.000000000000000
376445,LP,15328086,1.000000000000000,412476.000000000000000,1117.799287185479443,151.797590248262964,MOUNTAIN VIEW,838,,CA,,JACKSON ALLEY,,,94043,5000.000000000000000
376446,AP,49719030,1.000000000000000,487670.000000000000000,569.086579932305995,104.430592775521873,SAN JOSE,3260,,CA,,KENHILL,DR,,95111-3255,17031.000000000000000
376482,LP,79916047,1.000000000000000,365892.000000000000000,1076.864214701620313,146.762415966400454,GILROY,7264,,CA,,CARMEL,ST,,95020-6133,2000.000000000000000
376499,LP,15815037,1.000000000000000,200177.000000000000000,1775.011284391626077,179.229392024051378,MOUNTAIN VIEW,900,,CA,,VILLA,ST,,94041-1236,5097.000000000000000
376517,LP,72651163,1.000000000000000,412109.000000000000000,158.826120761035213,55.433134016605820,MORGAN HILL,17529,,CA,,BUTTERFIELD,BL,,95037,4002.000000000000000
376528,LP,26448018,1.000000000000000,250537.000000000000000,1371.296086160625009,180.597533980005721,SAN JOSE,471,,CA,,WILLOW,ST,,95125-5703,17193.000000000000000
376536,LP,22017040,1.000000000000000,64048.000000000000000,1226.097525211924449,152.401288989843067,SANTA CLARA,2230,,CA,,CROCKER,WY,,95051-1404,7014.000000000000000
376596,LP,,0.000000000000000,434626.000000000000000,41.276604864448942,29.162224190595257,,,,,,,,,,0.000000000000000
376601,AP,15846208,1.000000000000000,464823.000000000000000,165.732728347227891,59.048429117213317,MOUNTAIN VIEW,505,,CA,,CYPRESS POINT,DR,208,94043-4848,5010.000000000000000
