FID,ap_lp,apn,number_of_,objectid,shape_area,shape_leng,situs_city,situs_hous,situs_ho_2,situs_stat,situs_stre,situs_st_2,situs_st_3,situs_unit,situs_zip_,tax_rate_a
145472,LP,21655005,1.000000000000000,153337.000000000000000,214.612247688721141,59.807259814166812,SUNNYVALE,1292,,CA,,KIFER,RD,801,94086,9002.000000000000000
145491,LP,14709029,1.000000000000000,431140.000000000000000,3701.703768232659513,243.182625315847588,MOUNTAIN VIEW,2491,,CA,,WHITNEY,DR,,94043-4145,5010.000000000000000
145563,LP,72627103,1.000000000000000,22885.000000000000000,591.641406474248356,106.084505996310938,MORGAN HILL,530,,CA,,CALLE VIENTO,,,95037,4101.000000000000000
145608,LP,25948038,1.000000000000000,332947.000000000000000,824.290330839755370,133.379125781038454,SAN JOSE,491,,CA,,PARK,AV,,95110-2616,17193.000000000000000
145628,LP,15850165,1.000000000000000,330558.000000000000000,117.533131488392911,47.348763808683529,MOUNTAIN VIEW,500,,CA,W,MIDDLEFIELD,RD,165,94043-3429,5010.000000000000000
145657,AP,43442052,1.000000000000000,484682.000000000000000,482.716058952842900,122.830058530712975,SAN JOSE,1305,,CA,,PALM,ST,,95110-3238,17193.000000000000000
145721,AP,25959136,1.000000000000000,472404.000000000000000,3122.636897007521839,314.306556055763792,SAN JOSE,38,,CA,N,ALMADEN,BL,1005,95110,17111.000000000000000
145732,LP,12015045,3.000000000000000,44356.000000000000000,1993.441106138900977,180.594859532668551,PALO ALTO,355,,CA,,UNIVERSITY,AV,,94301-1717,6001.000000000000000
145734,LP,14812038,1.000000000000000,427967.000000000000000,2405.876010556506117,193.644925291058371,MOUNTAIN VIEW,380,,CA,,DEL MEDIO,AV,,94040-1152,5009.000000000000000
145743,LP,21311015,1.000000000000000,45684.000000000000000,834.382069005357607,116.750372482013375,SUNNYVALE,677,,CA,,VINEMAPLE,AV,,94086-8456,9023.000000000000000
145781,AP,12437061,1.000000000000000,480437.000000000000000,1671.890656525668419,213.654280106769193,PALO ALTO,153,,CA,,CALIFORNIA,AV,F301,94306-1949,6001.000000000000000
145794,LP,20444007,1.000000000000000,376711.000000000000000,837.530327685086149,125.562939130087443,SUNNYVALE,219,,CA,,JACKSON,ST,,94086-5109,9002.000000000000000
145809,LP,26112094,1.000000000000000,407898.000000000000000,578.907709288274418,97.969967040797783,SAN JOSE,822,,CA,,VILLA ROSA,PL,,95126,17108.000000000000000
145869,AP,43434026,1.000000000000000,484522.000000000000000,107.189499753169883,45.029994671983118,SAN JOSE,1436,,CA,,CAPURSO,WY,,95125-1774,17108.000000000000000
145874,LP,26101112,1.000000000000000,400541.000000000000000,6672.475218449229033,340.734725599683713,SAN JOSE,787,,CA,,THE ALAMEDA,,,95126-3155,17108.000000000000000
145892,AP,69233017,1.000000000000000,495533.000000000000000,185.861897002007510,59.275788281989065,SAN JOSE,5709,,CA,,MAKATI,CL,B,95123,17063.000000000000000
145910,LP,79909051,1.000000000000000,85070.000000000000000,474.075891288131459,96.518271365724758,GILROY,54,,CA,W,7TH,ST,,95020-6107,2000.000000000000000
146003,LP,25901018,1.000000000000000,185959.000000000000000,1663.041302725933747,163.429838483271112,SAN JOSE,619,,CA,,UNIVERSITY,AV,,95110-1829,17108.000000000000000
146013,LP,20926026,1.000000000000000,243661.000000000000000,952.141270633528620,137.487071401745567,SUNNYVALE,415,,CA,S,SUNNYVALE,AV,,94086-6124,9168.000000000000000
146021,LP,13218050,1.000000000000000,153427.000000000000000,1191.115410627253368,149.477051038968682,PALO ALTO,2700,,CA,,RAMONA,ST,,94306-2316,6001.000000000000000
146023,LP,12426001,1.000000000000000,299140.000000000000000,979.172485668242075,141.060823694416911,PALO ALTO,1824,,CA,,PARK,BL,,94306-1111,6001.000000000000000
146030,LP,13213045,1.000000000000000,401927.000000000000000,1111.658456856398971,146.400331066527201,PALO ALTO,2770,,CA,,SOUTH,CT,,94306-2434,6001.000000000000000
146034,LP,72621058,1.000000000000000,233157.000000000000000,1191.725544702998377,138.387060417436061,MORGAN HILL,557,,CA,,CALLE FLORENCIA,,,95037,4101.000000000000000
146037,LP,45604003,2.000000000000000,404776.000000000000000,3251.285929075715103,244.857602658418102,SAN JOSE,1697,,CA,,VILLA STONE,DR,,95125-1238,17030.000000000000000
146039,AP,49706017,1.000000000000000,487725.000000000000000,657.471139692743122,130.386751569122310,SAN JOSE,107,,CA,,RANCHO,DR,C,95111-4449,17038.000000000000000
146047,LP,20440045,1.000000000000000,294963.000000000000000,737.259043175691318,115.270699328663966,SUNNYVALE,389,,CA,E,ARQUES,AV,,94085-4339,9002.000000000000000
146063,LP,15838005,1.000000000000000,354022.000000000000000,818.334614529437886,129.544665791571902,MOUNTAIN VIEW,117,,CA,,PROMETHEAN,WY,,94043-4873,5010.000000000000000
146079,AP,69233024,1.000000000000000,495668.000000000000000,140.450626691114337,51.252909410407213,SAN JOSE,5709,,CA,,MAKATI,CL,H,95123,17063.000000000000000
146149,AP,15337124,1.000000000000000,464671.000000000000000,185.379473852728495,66.682699835715496,MOUNTAIN VIEW,928,,CA,,WRIGHT,AV,806,94043-4659,5010.000000000000000
146150,LP,26105048,1.000000000000000,344121.000000000000000,917.888491675760747,134.602214609701946,SAN JOSE,857,,CA,,HARDING,AV,,95126-2406,17108.000000000000000
146170,AP,14832001,1.000000000000000,462174.000000000000000,3074.765168453874139,272.886411382228403,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,W101,94040-1436,5009.000000000000000
146210,LP,72651091,1.000000000000000,435344.000000000000000,85.416810925664038,37.608563491610312,MORGAN HILL,17556,,CA,,MASON,LN,,95037,4002.000000000000000
146248,LP,76709009,1.000000000000000,99127.000000000000000,2375.767896815903441,191.244995453030526,MORGAN HILL,16995,,CA,,MONTEREY,RD,,95037-5135,4001.000000000000000
146271,LP,82509074,0.000000000000000,456463.000000000000000,189.298209292949991,100.160875213080999,,,,,,,,,,87076.000000000000000
146276,LP,43408019,1.000000000000000,148938.000000000000000,663.757912977083606,117.433486621232547,SAN JOSE,1130,,CA,,ALMADEN,AV,,95110-3332,17193.000000000000000
146278,LP,79907083,1.000000000000000,429972.000000000000000,3753.576245422441389,247.384966474381685,GILROY,200,,CA,,5TH,ST,,95020-5706,2000.000000000000000
146310,LP,16512106,1.000000000000000,428868.000000000000000,589.583263553913753,107.583516083612082,SUNNYVALE,642,,CA,W,WASHINGTON,AV,,94086-6071,9002.000000000000000
146334,LP,43409142,1.000000000000000,260908.000000000000000,713.421154864117852,124.989495613806042,SAN JOSE,1221,,CA,,MASTIC,ST,,95110-3410,17193.000000000000000
146336,LP,20943012,1.000000000000000,36001.000000000000000,368.866724740582242,77.115555143820217,SUNNYVALE,313,,CA,,POLARIS,TR,,94086,9168.000000000000000
146363,LP,23027004,1.000000000000000,210576.000000000000000,447.462622983697599,88.782745938267865,SAN JOSE,1336,,CA,,DAHLIA,LP,,95126-5209,17108.000000000000000
146364,AP,15846236,1.000000000000000,469186.000000000000000,105.887355724114556,53.282200474909217,MOUNTAIN VIEW,505,,CA,,CYPRESS POINT,DR,236,94043-4889,5010.000000000000000
146375,LP,23027011,1.000000000000000,227814.000000000000000,259.398195763807280,64.688767816434705,SAN JOSE,1366,,CA,,DAHLIA,LP,,95126-5209,17108.000000000000000
146415,LP,14726033,1.000000000000000,206167.000000000000000,1492.190631981197612,155.305211901774328,PALO ALTO,4066,,CA,,BEN LOMOND,DR,,94306-4502,6012.000000000000000
146428,LP,72613020,1.000000000000000,257769.000000000000000,860.856632626347050,139.221487600149715,MORGAN HILL,17150,,CA,,MONTEREY,RD,,95037-3638,4001.000000000000000
146429,LP,26156019,1.000000000000000,258870.000000000000000,210.818635488118787,63.507485156793763,SAN JOSE,815,,CA,,GEORGETOWN,PL,,95126,17193.000000000000000
146452,LP,20924089,1.000000000000000,398068.000000000000000,754.105920907941481,120.084799706663375,SUNNYVALE,325,,CA,S,BAYVIEW,AV,,94086-6223,9002.000000000000000
146456,LP,79906026,1.000000000000000,241328.000000000000000,811.654123007883982,119.023910766336073,GILROY,111,,CA,,5TH,ST,,95020-5703,2007.000000000000000
146522,LP,72603061,1.000000000000000,110008.000000000000000,220.186190405699904,59.510843739460839,MORGAN HILL,405,,CA,,CREEKSIDE,LN,,95037-4614,4002.000000000000000
146536,LP,72654021,1.000000000000000,448979.000000000000000,88.932222162695723,47.653214804907634,MORGAN HILL,87,,CA,,STERLING,LN,,95037,4001.000000000000000
146544,AP,49720005,1.000000000000000,487680.000000000000000,766.022404028937217,116.391009937044458,SAN JOSE,3141,,CA,,KENLAND,DR,,95111-3242,17031.000000000000000
146555,AP,12048016,1.000000000000000,479962.000000000000000,203.887669775871615,61.718107429585785,PALO ALTO,707,,CA,,BRYANT,ST,305,94301-2507,6001.000000000000000
146578,LP,26106033,1.000000000000000,123064.000000000000000,884.802121292162497,130.604297255872524,SAN JOSE,956,,CA,,SCHIELE,AV,,95126-2423,17108.000000000000000
146594,LP,12418030,1.000000000000000,213954.000000000000000,738.072029518880868,115.243974312281637,PALO ALTO,205,,CA,,SEALE,AV,,94301-3732,6001.000000000000000
146596,AP,26163033,1.000000000000000,473763.000000000000000,10459.687313404856468,423.014836257242450,SAN JOSE,88,,CA,,BUSH,ST,2111,95126,17108.000000000000000
146603,AP,43440049,1.000000000000000,484462.000000000000000,137.629939664685139,57.681186195364923,SAN JOSE,223,,CA,,SHADOW DANCE,DR,,95110-3562,17193.000000000000000
146610,LP,21661028,1.000000000000000,374811.000000000000000,91.553281259506605,41.081577862136371,SANTA CLARA,2960,,CA,,SANOR,PL,110,95051,7079.000000000000000
146622,AP,14832190,1.000000000000000,462092.000000000000000,1162.915847022162325,152.812459922885523,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,G442,94040-1436,5009.000000000000000
146651,LP,25947031,1.000000000000000,314463.000000000000000,711.700561693590089,123.482110020095092,SAN JOSE,507,,CA,W,SAN CARLOS,ST,,95126-3649,17193.000000000000000
146704,LP,25927014,3.000000000000000,285322.000000000000000,2902.048555766733443,228.942468513655797,SAN JOSE,345,,CA,N,MONTGOMERY,ST,,95110-2326,17095.000000000000000
146714,LP,14722091,1.000000000000000,310311.000000000000000,758.290824361679142,117.334325258472887,MOUNTAIN VIEW,342,,CA,,ANNA,AV,,94043-4104,5010.000000000000000
146743,LP,20926028,2.000000000000000,425587.000000000000000,951.768550787776462,137.456370999797315,SUNNYVALE,431,,CA,S,SUNNYVALE,AV,,94086,9168.000000000000000
146760,LP,43412038,1.000000000000000,370739.000000000000000,779.171638806931810,133.888104527718269,SAN JOSE,1353,,CA,,LOCUST,ST,,95110-3322,17193.000000000000000
146794,LP,25911023,1.000000000000000,208175.000000000000000,986.390612072519161,141.201620191782979,SAN JOSE,472,,CA,W,TAYLOR,ST,,95110-1928,17108.000000000000000
146800,LP,14722095,1.000000000000000,72414.000000000000000,748.670233119461955,116.523211265884058,MOUNTAIN VIEW,318,,CA,,ANNA,AV,,94043-4104,5010.000000000000000
146822,LP,43408104,1.000000000000000,380013.000000000000000,767.793252372791812,125.226836655626599,SAN JOSE,1102,,CA,,PLUM,ST,,95110-3412,17193.000000000000000
146825,LP,26137029,1.000000000000000,431106.000000000000000,2759.701257729981990,234.813959336269477,SAN JOSE,655,,CA,W,SAN CARLOS,ST,,95126-3529,17193.000000000000000
146837,LP,20444043,1.000000000000000,422270.000000000000000,32761.666698805976921,881.577899842118427,SUNNYVALE,250,,CA,N,SUNNYVALE,AV,,94086-5117,9002.000000000000000
146849,LP,26102012,1.000000000000000,294184.000000000000000,1296.048015317104500,173.273738089034282,SAN JOSE,197,,CA,N,MORRISON,AV,,95126-2742,17108.000000000000000
146882,LP,25944084,0.000000000000000,100768.000000000000000,1772.098349138934054,201.554321203995698,,,,,,,,,,17135.000000000000000
146910,LP,25947013,1.000000000000000,96108.000000000000000,1546.232798691510880,162.367762487371550,SAN JOSE,491,,CA,W,SAN CARLOS,ST,,95110-2632,17193.000000000000000
146921,AP,43437037,1.000000000000000,484782.000000000000000,137.968465239373728,58.091981913760392,SAN JOSE,428,,CA,,SHADOWGRAPH,DR,,95110-3564,17193.000000000000000
146927,LP,25927010,1.000000000000000,107253.000000000000000,1244.880751376296303,163.133270123928924,SAN JOSE,573,,CA,W,JULIAN,ST,,95110-2340,17095.000000000000000
146935,AP,69242024,1.000000000000000,494294.000000000000000,105.480676942876187,53.379100901888251,SAN JOSE,5360,,CA,,MAKATI,CL,,95123,17063.000000000000000
146944,LP,14733023,1.000000000000000,225599.000000000000000,814.607477335268982,120.719125254422082,MOUNTAIN VIEW,265,,CA,,DIABLO,AV,,94043-4116,5010.000000000000000
146955,LP,26128095,1.000000000000000,414606.000000000000000,1694.195921647630712,215.313562080937231,SAN JOSE,1053,,CA,,PARK,AV,,95126,17108.000000000000000
146990,LP,13208009,1.000000000000000,401822.000000000000000,780.776528396202366,122.602052978244103,PALO ALTO,495,,CA,,COLORADO,AV,,94306-2413,6001.000000000000000
146997,LP,23008019,1.000000000000000,151508.000000000000000,1326.237369052752001,162.525749096457304,SANTA CLARA,576,,CA,,BENTON,ST,,95050-4342,7000.000000000000000
147088,LP,21664077,1.000000000000000,459202.000000000000000,89.139700047280115,48.307165152016445,SANTA CLARA,2930,,CA,,BOYTER,PL,112,95051,7079.000000000000000
147136,LP,21664046,1.000000000000000,432967.000000000000000,95.388154227035827,49.161514546849901,SANTA CLARA,2926,,CA,,LAMORY,PL,,95051,7079.000000000000000
147156,LP,14813007,1.000000000000000,424240.000000000000000,268.812157875946752,79.381887663217825,MOUNTAIN VIEW,166,,CA,,MONTELENA,CT,,94040,5009.000000000000000
147205,AP,14819131,1.000000000000000,461694.000000000000000,132.755284669006414,46.859897676452945,MOUNTAIN VIEW,2255,,CA,,SHOWERS,DR,361,94040,5009.000000000000000
147282,LP,16513037,1.000000000000000,237776.000000000000000,957.997056561620411,138.093839686421177,SUNNYVALE,335,,CA,,CHARLES,ST,,94086-6028,9002.000000000000000
147293,LP,14726027,1.000000000000000,133490.000000000000000,1036.885685490048218,130.752249693035139,PALO ALTO,4042,,CA,,BEN LOMOND,DR,,94306-4502,6012.000000000000000
147360,LP,49757044,1.000000000000000,199411.000000000000000,472.053303774889059,87.893399678613704,SAN JOSE,3008,,CA,,SAMARIA,PL,,95111,17038.000000000000000
147377,LP,49722013,1.000000000000000,382144.000000000000000,1172.767742654772519,161.633792833076228,SAN JOSE,3060,,CA,,WATER,ST,,95111-3232,17038.000000000000000
147389,LP,15409057,1.000000000000000,93416.000000000000000,554.635656217052087,94.107732620295067,MOUNTAIN VIEW,1210,W,CA,,DANA,ST,,94041-1209,5000.000000000000000
147432,AP,13254030,1.000000000000000,480743.000000000000000,116.844281736438916,45.830717465775273,PALO ALTO,410,,CA,,SHERIDAN,AV,330,94306-2020,6001.000000000000000
147494,LP,84153049,1.000000000000000,362505.000000000000000,595.264710034011273,109.059876653080607,GILROY,7440,,CA,,ROGERS,LN,,95020-5822,2000.000000000000000
147505,LP,69002009,1.000000000000000,186962.000000000000000,3509.533188907753811,286.545381498168240,SAN JOSE,155,,CA,,BLOSSOM HILL,RD,,95123-2300,17063.000000000000000
147506,LP,26130062,1.000000000000000,12737.000000000000000,727.853061501699244,118.442345547635028,SAN JOSE,37,,CA,S,MORRISON,AV,,95126-3118,17108.000000000000000
147671,AP,14832008,1.000000000000000,462181.000000000000000,3074.765168453874139,272.886411382228403,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,W108,94040-1466,5009.000000000000000
147696,LP,43405030,1.000000000000000,263914.000000000000000,1231.730799087151809,151.428389568888917,SAN JOSE,1165,,CA,,LOCUST,ST,,95110-3318,17193.000000000000000
147718,AP,13254052,1.000000000000000,480776.000000000000000,192.715680347058850,62.626523821802508,PALO ALTO,410,,CA,,SHERIDAN,AV,452,94306-2020,6001.000000000000000
147725,LP,,0.000000000000000,36548.000000000000000,4570.730954747693431,273.187379675373506,,,,,,,,,,0.000000000000000
147770,LP,20910044,2.000000000000000,376243.000000000000000,625.126052367343846,109.429535417918132,SUNNYVALE,335,,CA,E,MC KINLEY,AV,,94086-6243,9002.000000000000000
147812,LP,43424011,1.000000000000000,160013.000000000000000,724.986399768656383,131.533884848856985,SAN JOSE,120,,CA,,DARBY,CT,,95110-3610,17193.000000000000000
147814,LP,43409160,1.000000000000000,26535.000000000000000,766.330597935466471,128.224559284691310,SAN JOSE,1230,,CA,,PLUM,ST,,95110-3414,17193.000000000000000
147815,LP,14720048,1.000000000000000,312573.000000000000000,1043.499868515901881,133.010331034650051,PALO ALTO,373,,CA,,SHASTA,DR,,94306-4542,6012.000000000000000
147843,LP,26158019,1.000000000000000,36818.000000000000000,210.884628800213591,63.512928554476446,SAN JOSE,871,,CA,,GEORGETOWN,PL,,95126,17193.000000000000000
147850,LP,14721023,1.000000000000000,301760.000000000000000,1206.381113625473517,143.536455457102022,PALO ALTO,4237,,CA,,MACKAY,DR,,94306-4631,6012.000000000000000
147861,LP,21655036,1.000000000000000,157871.000000000000000,446.197638243487290,97.702786153102025,SUNNYVALE,1288,,CA,,KIFER,RD,206,94086,9002.000000000000000
147879,LP,20911035,1.000000000000000,308885.000000000000000,1105.384043812350001,153.708475824206204,SUNNYVALE,432,,CA,,BRYAN,AV,,94086-6315,9002.000000000000000
147880,LP,25908072,1.000000000000000,244896.000000000000000,834.892675094619108,125.476019710050366,SAN JOSE,740,,CA,,COLEMAN,AV,,95110-1811,17108.000000000000000
147881,LP,20945018,1.000000000000000,404834.000000000000000,76.794814071551841,35.288174030197794,SUNNYVALE,258,,CA,,CARROLL,ST,106,94086,9065.000000000000000
147922,LP,76414053,1.000000000000000,189616.000000000000000,1101.866084232792218,141.935581847914364,MORGAN HILL,140,,CA,,EL TORO,CT,,95037-4310,4001.000000000000000
147944,LP,,0.000000000000000,357365.000000000000000,774.330010024756348,255.694193026416031,,,,,,,,,,0.000000000000000
148003,LP,12410036,1.000000000000000,421322.000000000000000,1574.796869159858716,164.924164954320332,PALO ALTO,2150,,CA,,WAVERLEY,ST,,94301-3956,6001.000000000000000
148019,LP,76705022,1.000000000000000,87851.000000000000000,1373.491552384942452,160.232753718914580,MORGAN HILL,185,,CA,,WARREN,AV,,95037-4522,4001.000000000000000
148072,LP,22477037,1.000000000000000,410827.000000000000000,120.630546652575845,47.579883617119947,SANTA CLARA,1553,,CA,,PRATT,PL,,95050,7000.000000000000000
148084,LP,45601025,1.000000000000000,405702.000000000000000,12444.953578990243841,455.960499952543955,SAN JOSE,210,,CA,,SAN JOSE,AV,4A,95125-1033,17034.000000000000000
148144,AP,43440012,1.000000000000000,483107.000000000000000,136.402287548501761,57.002358505058098,SAN JOSE,302,,CA,,SHADOW RUN,DR,,95110-3555,17193.000000000000000
148174,LP,15843035,1.000000000000000,347301.000000000000000,128.532271368522032,52.804466439879413,MOUNTAIN VIEW,264,,CA,,ANDSBURY,AV,,94043-4802,5000.000000000000000
148185,LP,25938018,1.000000000000000,394353.000000000000000,1152.126408827900605,138.758786656001263,SAN JOSE,93,,CA,S,AUTUMN,ST,,95110-2514,17213.000000000000000
148219,LP,21374040,0.000000000000000,459611.000000000000000,554.254351950191676,97.873005801742991,,,,,,,,,,9023.000000000000000
148246,LP,15838025,6.000000000000000,45944.000000000000000,6129.179337996179129,309.699454012698482,MOUNTAIN VIEW,295,,CA,,ORCHARD,AV,,94043-4814,5010.000000000000000
148277,LP,14734063,1.000000000000000,400645.000000000000000,787.658739148689051,119.911046016539132,MOUNTAIN VIEW,214,,CA,,HAMILTON,AV,,94043-4207,5010.000000000000000
148297,LP,77910058,1.000000000000000,232024.000000000000000,11195.388122848278726,523.479446456970777,SAN MARTIN,13120,,CA,,COLONY,AV,,95046-9423,87002.000000000000000
148336,LP,14735055,1.000000000000000,371892.000000000000000,1173.752530985432713,134.609885599086510,MOUNTAIN VIEW,2399,,CA,,ADELE,AV,,94043-4202,5010.000000000000000
148350,LP,12014002,3.000000000000000,168920.000000000000000,738.419105479316272,115.308345098689983,PALO ALTO,218,,CA,,WAVERLEY,ST,,94301-1442,6001.000000000000000
148390,AP,12039019,1.000000000000000,479304.000000000000000,156.980818657020933,54.633778905057220,PALO ALTO,101,,CA,,ALMA,ST,304,94301-1004,6001.000000000000000
148426,LP,16514013,1.000000000000000,238836.000000000000000,958.096590595195948,138.101748664274623,SUNNYVALE,136,,CA,,FLORENCE,ST,,94086-6003,9002.000000000000000
148429,LP,14723050,1.000000000000000,324665.000000000000000,798.759679633355631,122.909409085070564,MOUNTAIN VIEW,2461,,CA,,BENJAMIN,DR,,94043-2709,5010.000000000000000
148490,LP,,0.000000000000000,410677.000000000000000,1031.399867706476471,296.287863372147399,,,,,,,,,,0.000000000000000
148504,LP,84105062,1.000000000000000,130043.000000000000000,574.531846139002255,165.443097306327104,GILROY,7574,,CA,,MONTEREY,RD,,95020,2007.000000000000000
148509,LP,84111023,1.000000000000000,256614.000000000000000,645.555543314550391,136.756129318861980,GILROY,7270,,CA,,ALEXANDER,ST,,95020,2000.000000000000000
148533,LP,12427044,1.000000000000000,229678.000000000000000,1115.918245002071671,154.496718773433372,PALO ALTO,2091,,CA,,PARK,BL,,94306-1143,6001.000000000000000
148629,LP,20450033,2.000000000000000,123499.000000000000000,1105.890489963434902,153.754400853958316,SUNNYVALE,321,,CA,,ANGEL,AV,,94086-4902,9002.000000000000000
148633,AP,14819109,1.000000000000000,462819.000000000000000,146.070018773745460,48.398285886344183,MOUNTAIN VIEW,2255,,CA,,SHOWERS,DR,311,94040,5009.000000000000000
148650,LP,25948071,12.000000000000000,433065.000000000000000,3439.541430576198309,292.098304366396974,SAN JOSE,150,,CA,S,AUTUMN,ST,,95110,17213.000000000000000
148677,LP,14824008,1.000000000000000,186343.000000000000000,142.498457118411693,58.047658221225014,MOUNTAIN VIEW,117,,CA,,PACCHETTI,WY,,94040,5009.000000000000000
148694,LP,77908024,1.000000000000000,108480.000000000000000,8441.667745462185849,367.669060423570102,SAN MARTIN,305,,CA,,PALOMINO,LN,,95046-9405,87002.000000000000000
148695,LP,49712059,1.000000000000000,271391.000000000000000,882.086943370823406,124.657359384789629,SAN JOSE,446,,CA,,STROUD,PL,,95111-2261,17031.000000000000000
148709,LP,43409046,1.000000000000000,148781.000000000000000,636.005387013397467,115.608133053290771,SAN JOSE,86,,CA,W,HUMBOLDT,ST,,95110-3440,17193.000000000000000
148721,LP,79912018,1.000000000000000,72885.000000000000000,1036.084516970704044,146.574312509839501,GILROY,7070,,CA,,HANNA,ST,,95020-6440,2000.000000000000000
148761,AP,49703007,1.000000000000000,487375.000000000000000,851.489716538135667,142.795341844309036,SAN JOSE,3819,,CA,,SEVEN TREES,BL,A107,95111-3369,17038.000000000000000
148766,LP,43406072,1.000000000000000,120170.000000000000000,884.181234476204509,144.454722640250736,SAN JOSE,1081,,CA,,ALMADEN,AV,,95110-3331,17193.000000000000000
148847,LP,21665036,1.000000000000000,437040.000000000000000,94.113700878424368,48.993085021908513,SANTA CLARA,3028,,CA,,LAMORY,PL,,95051,7079.000000000000000
148862,AP,12437085,1.000000000000000,480461.000000000000000,904.516356555341304,145.422211939732080,PALO ALTO,161,,CA,,CALIFORNIA,AV,K208,94306-1955,6001.000000000000000
148929,AP,43443023,1.000000000000000,484756.000000000000000,132.807250425438042,55.694934424090071,SAN JOSE,540,,CA,,SHADOWGRAPH,DR,,95110-3569,17193.000000000000000
148935,LP,15835062,1.000000000000000,425581.000000000000000,533.484415816414639,92.441035205238848,MOUNTAIN VIEW,412,,CA,W,DANA,ST,,94041-1338,5000.000000000000000
148936,LP,43446117,1.000000000000000,417526.000000000000000,181.056088509935080,58.327446822819873,SAN JOSE,1383,,CA,,LICK,AV,,95110,17193.000000000000000
148967,LP,12432010,1.000000000000000,216322.000000000000000,738.431167806704480,115.272843430186725,PALO ALTO,438,,CA,,CAMBRIDGE,AV,,94306-1507,6052.000000000000000
148978,LP,72617038,1.000000000000000,8791.000000000000000,775.807424456035164,133.628171094210416,MORGAN HILL,17425,,CA,,MONTOYA,CL,,95037,4101.000000000000000
148998,LP,12418055,1.000000000000000,274010.000000000000000,1476.170577973591435,192.048687565335740,PALO ALTO,150,,CA,,SEALE,AV,,94301-3729,6001.000000000000000
149065,LP,15326068,1.000000000000000,98492.000000000000000,916.686496501695501,125.291405677561826,MOUNTAIN VIEW,300,,CA,,WINDMILL PARK,LN,,94043-4600,5010.000000000000000
149090,LP,26112101,1.000000000000000,264720.000000000000000,579.008080638053571,96.894496092693615,SAN JOSE,1070,,CA,,UNIVERSITY,AV,,95126,17108.000000000000000
149096,AP,12439008,0.000000000000000,480370.000000000000000,2957.003604805952364,230.571616282798516,,,,,,,,,,6052.000000000000000
149105,AP,15846097,1.000000000000000,469446.000000000000000,121.934188115059754,53.230525890134665,MOUNTAIN VIEW,505,,CA,,CYPRESS POINT,DR,97,94043-4832,5010.000000000000000
149120,LP,12033039,1.000000000000000,353433.000000000000000,323.814786597177033,100.999000379997000,PALO ALTO,33,,CA,,ENCINA,AV,2,94301,6001.000000000000000
149127,AP,68462021,1.000000000000000,496587.000000000000000,147.401662149449209,52.028921372834617,SAN JOSE,5334,,CA,,MONTEREY,RD,21,95111-4226,17184.000000000000000
149149,LP,12017111,2.000000000000000,70528.000000000000000,644.636940836582198,117.536082309818298,PALO ALTO,355,,CA,,CHANNING,AV,,94301,6001.000000000000000
149196,AP,15850048,1.000000000000000,469501.000000000000000,131.564628361772037,47.242274099495148,MOUNTAIN VIEW,500,,CA,W,MIDDLEFIELD,RD,48,94043-3412,5010.000000000000000
149226,AP,49706002,1.000000000000000,487693.000000000000000,306.057190157807156,80.234356326838622,SAN JOSE,121,,CA,,RANCHO,DR,C,95111-4452,17038.000000000000000
149234,LP,14812025,1.000000000000000,427966.000000000000000,2380.103164793965334,225.215343876431916,PALO ALTO,4376,,CA,,SILVA,CT,,94306-4422,6057.000000000000000
149243,LP,15850147,1.000000000000000,224839.000000000000000,152.650780634005628,49.493354269379246,MOUNTAIN VIEW,500,,CA,W,MIDDLEFIELD,RD,147,94043-3433,5010.000000000000000
149260,LP,84111012,1.000000000000000,23842.000000000000000,1423.211544487588526,161.858804562609578,GILROY,7241,,CA,,FOREST,ST,,95020-6910,2000.000000000000000
149282,AP,49719008,1.000000000000000,487396.000000000000000,569.018365489614666,104.364171874959354,SAN JOSE,236,,CA,,KENBROOK,CL,,95111-3260,17031.000000000000000
149283,LP,43427041,1.000000000000000,355241.000000000000000,1410.519268049146149,180.781445042326567,SAN JOSE,1633,,CA,,MACKEY,AV,,95125-1249,17108.000000000000000
149300,LP,43426019,1.000000000000000,442901.000000000000000,4969.773622667210475,483.892755320171261,SAN JOSE,,,CA,,ALMADEN,RD,,95125,17108.000000000000000
149304,LP,43408106,1.000000000000000,172534.000000000000000,747.556401713274226,127.266518447096971,SAN JOSE,1187,,CA,,MASTIC,ST,,95110,17193.000000000000000
149348,LP,12432070,1.000000000000000,217785.000000000000000,1761.229375590232848,170.911060582501619,PALO ALTO,2275,,CA,,EL CAMINO REAL,,,94306-1541,6052.000000000000000
149390,AP,15846143,1.000000000000000,468997.000000000000000,104.617228461306269,51.725290720984518,MOUNTAIN VIEW,505,,CA,,CYPRESS POINT,DR,143,94043-4839,5010.000000000000000
149391,LP,23040088,1.000000000000000,84907.000000000000000,752.650072793305299,116.684121016536508,SAN JOSE,585,,CA,W,HEDDING,ST,,95110-1529,17108.000000000000000
149409,LP,68438068,1.000000000000000,319314.000000000000000,25152.081486612249137,696.769929459413220,SAN JOSE,282,,CA,,DANZE,DR,,95111-2962,17184.000000000000000
149424,AP,14832163,1.000000000000000,480669.000000000000000,3218.921386407966565,282.887554939988092,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,J224,94040-1463,5009.000000000000000
